Mcav_protein_seq,Human_gene_name,Human_gene_pfam,Orthogroup,Entry
Mcav_TRINITY_GG_58464_c13_g1_i1.p1,NP_000663.1,PF02826.23,OG0001240,P95544
Mcav_TRINITY_GG_58772_c14_g1_i1.p1,NP_000541.1,PF07974.17,OG0007226,B8A4W9
Mcav_TRINITY_GG_58772_c14_g1_i1.p1,NP_000538.3,PF00008.31,OG0007226,B8A4W9
Mcav_TRINITY_GG_58772_c9_g1_i1.p1,NP_000541.1,PF07974.17,OG0003903,NA
Mcav_TRINITY_GG_58772_c9_g1_i1.p1,NP_000538.3,PF00008.31,OG0003903,NA
Mcav_TRINITY_GG_58786_c0_g1_i1.p1,NP_000363.1,PF06305.15,OG0002326,NA
Mcav_TRINITY_GG_58802_c0_g1_i1.p1,NP_000661.2,PF08240.16,OG0010654,A7RK30
Mcav_TRINITY_GG_58802_c0_g1_i1.p1,NP_000663.1,PF08240.16,OG0010654,A7RK30
Mcav_TRINITY_GG_58802_c0_g1_i1.p1,NP_001159976.1,PF08240.16,OG0010654,A7RK30
Mcav_TRINITY_GG_58802_c0_g1_i1.p1,NP_000658.1,PF08240.16,OG0010654,A7RK30
Mcav_TRINITY_GG_58802_c0_g1_i1.p1,NP_000659.2,PF08240.16,OG0010654,A7RK30
Mcav_TRINITY_GG_58802_c0_g1_i1.p1,NP_000660.1,PF08240.16,OG0010654,A7RK30
Mcav_TRINITY_GG_58802_c0_g1_i1.p1,NP_000662.3,PF08240.16,OG0010654,A7RK30
Mcav_TRINITY_GG_58871_c35_g1_i1.p1,NP_000363.1,PF06305.15,OG0005924,A8WH34
Mcav_TRINITY_GG_5924_c12_g1_i2.p1,NP_690863.1,PF01488.24,OG0007994,Q96HN2
Mcav_TRINITY_GG_5924_c12_g1_i2.p1,NP_000663.1,PF02826.23,OG0007994,Q96HN2
Mcav_TRINITY_GG_5924_c12_g1_i2.p1,NP_000660.1,PF02826.23,OG0007994,Q96HN2
Mcav_TRINITY_GG_5924_c12_g1_i2.p1,NP_000231.1,PF02254.22,OG0007994,Q96HN2
Mcav_TRINITY_GG_5924_c12_g1_i2.p1,NP_000663.1,PF02254.22,OG0007994,Q96HN2
Mcav_TRINITY_GG_5924_c12_g1_i2.p1,NP_000889.3,PF02254.22,OG0007994,Q96HN2
Mcav_TRINITY_GG_5924_c12_g1_i2.p1,NP_000660.1,PF02254.22,OG0007994,Q96HN2
Mcav_TRINITY_GG_5924_c12_g1_i2.p1,NP_000658.1,PF02254.22,OG0007994,Q96HN2
Mcav_TRINITY_GG_5924_c12_g1_i2.p1,NP_690863.1,PF01262.25,OG0007994,Q96HN2
Mcav_TRINITY_GG_5924_c12_g1_i2.p1,NP_690863.1,PF02254.22,OG0007994,Q96HN2
Mcav_TRINITY_GG_5924_c12_g1_i2.p1,NP_000889.3,PF01262.25,OG0007994,Q96HN2
Mcav_TRINITY_GG_5924_c12_g1_i2.p1,NP_000889.3,PF07991.16,OG0007994,Q96HN2
Mcav_TRINITY_GG_5924_c12_g1_i2.p1,NP_000658.1,PF01262.25,OG0007994,Q96HN2
Mcav_TRINITY_GG_5924_c12_g1_i2.p1,NP_000659.2,PF02254.22,OG0007994,Q96HN2
Mcav_TRINITY_GG_5924_c12_g1_i2.p1,NP_000231.1,PF01262.25,OG0007994,Q96HN2
Mcav_TRINITY_GG_5924_c12_g1_i2.p1,NP_000659.2,PF01262.25,OG0007994,Q96HN2
Mcav_TRINITY_GG_5924_c12_g1_i2.p1,NP_690863.1,PF13241.10,OG0007994,Q96HN2
Mcav_TRINITY_GG_59457_c1_g1_i1.p1,NP_000745.1,PF13578.10,OG0000857,P11979
Mcav_TRINITY_GG_59457_c1_g1_i1.p1,NP_000745.1,PF01596.21,OG0000857,P11979
Mcav_TRINITY_GG_59699_c1_g1_i1.p1,NP_000538.3,PF00084.24,OG0011307,NA
Mcav_TRINITY_GG_5996_c16_g1_i1.p1,NP_000541.1,PF07974.17,OG0001541,Q95218
Mcav_TRINITY_GG_5996_c16_g1_i1.p1,NP_000538.3,PF00008.31,OG0001541,Q95218
Mcav_TRINITY_GG_5996_c16_g1_i1.p1,NP_000538.3,PF12661.11,OG0001541,Q95218
Mcav_TRINITY_GG_60282_c9_g1_i2.p1,NP_002677.1,PF13489.10,OG0006029,P0DPE0
Mcav_TRINITY_GG_60282_c9_g1_i2.p1,NP_002677.1,PF08242.16,OG0006029,P0DPE0
Mcav_TRINITY_GG_60282_c9_g1_i2.p1,NP_002677.1,PF08241.16,OG0006029,P0DPE0
Mcav_TRINITY_GG_60282_c9_g1_i2.p1,NP_000745.1,PF13847.10,OG0006029,P0DPE0
Mcav_TRINITY_GG_60308_c1_g1_i1.p1,NP_001150.3,PF00111.31,OG0010171,Q8SZA8
Mcav_TRINITY_GG_60373_c6_g2_i1.p1,NP_000663.1,PF02826.23,OG0004914,Q91XV4
Mcav_TRINITY_GG_60373_c6_g2_i1.p1,NP_000231.1,PF02254.22,OG0004914,Q91XV4
Mcav_TRINITY_GG_60373_c6_g2_i1.p1,NP_690863.1,PF01488.24,OG0004914,Q91XV4
Mcav_TRINITY_GG_60373_c6_g2_i1.p1,NP_690863.1,PF13241.10,OG0004914,Q91XV4
Mcav_TRINITY_GG_60373_c6_g2_i1.p1,NP_000663.1,PF02254.22,OG0004914,Q91XV4
Mcav_TRINITY_GG_60373_c6_g2_i1.p1,NP_000659.2,PF02254.22,OG0004914,Q91XV4
Mcav_TRINITY_GG_60373_c6_g2_i1.p1,NP_000660.1,PF02254.22,OG0004914,Q91XV4
Mcav_TRINITY_GG_60373_c6_g2_i1.p1,NP_000889.3,PF02254.22,OG0004914,Q91XV4
Mcav_TRINITY_GG_60373_c6_g2_i1.p1,NP_000658.1,PF02254.22,OG0004914,Q91XV4
Mcav_TRINITY_GG_60373_c6_g2_i1.p1,NP_690863.1,PF02254.22,OG0004914,Q91XV4
Mcav_TRINITY_GG_60373_c6_g2_i1.p1,NP_000660.1,PF02826.23,OG0004914,Q91XV4
Mcav_TRINITY_GG_60821_c20_g1_i1.p1,NP_000538.3,PF07645.19,OG0001553,B3EWY9
Mcav_TRINITY_GG_60821_c20_g1_i1.p1,NP_000538.3,PF00008.31,OG0001553,B3EWY9
Mcav_TRINITY_GG_60821_c20_g1_i1.p1,NP_000538.3,PF12662.11,OG0001553,B3EWY9
Mcav_TRINITY_GG_60821_c20_g1_i1.p1,NP_000538.3,PF12947.11,OG0001553,B3EWY9
Mcav_TRINITY_GG_60821_c20_g1_i1.p1,NP_000538.3,PF14670.10,OG0001553,B3EWY9
Mcav_TRINITY_GG_60896_c14_g1_i1.p1,NP_000541.1,PF07974.17,OG0007980,B0FYY4
Mcav_TRINITY_GG_61340_c25_g1_i1.p1,NP_000663.1,PF00107.30,OG0012881,C1C4R8
Mcav_TRINITY_GG_61340_c25_g1_i1.p1,NP_000661.2,PF00107.30,OG0012881,C1C4R8
Mcav_TRINITY_GG_61340_c25_g1_i1.p1,NP_000662.3,PF00107.30,OG0012881,C1C4R8
Mcav_TRINITY_GG_61340_c25_g1_i1.p1,NP_000660.1,PF00107.30,OG0012881,C1C4R8
Mcav_TRINITY_GG_61340_c25_g1_i1.p1,NP_000658.1,PF00107.30,OG0012881,C1C4R8
Mcav_TRINITY_GG_61340_c25_g1_i1.p1,NP_001159976.1,PF00107.30,OG0012881,C1C4R8
Mcav_TRINITY_GG_61340_c25_g1_i1.p1,NP_000659.2,PF00107.30,OG0012881,C1C4R8
Mcav_TRINITY_GG_6479_c1_g1_i1.p1,NP_000661.2,PF03721.18,OG0002176,Q6DF08
Mcav_TRINITY_GG_6479_c1_g1_i1.p1,NP_000659.2,PF03721.18,OG0002176,Q6DF08
Mcav_TRINITY_GG_6479_c1_g1_i1.p1,NP_000658.1,PF03721.18,OG0002176,Q6DF08
Mcav_TRINITY_GG_6479_c1_g1_i1.p1,NP_000663.1,PF03721.18,OG0002176,Q6DF08
Mcav_TRINITY_GG_6479_c1_g1_i1.p1,NP_690863.1,PF03721.18,OG0002176,Q6DF08
Mcav_TRINITY_GG_6479_c1_g1_i1.p1,NP_000660.1,PF03721.18,OG0002176,Q6DF08
Mcav_TRINITY_GG_6694_c1_g1_i1.p1,NP_690863.1,PF00899.25,OG0008253,Q28DS0
Mcav_TRINITY_GG_6694_c1_g1_i1.p1,NP_690863.1,PF01488.24,OG0008253,Q28DS0
Mcav_TRINITY_GG_6710_c8_g1_i2.p1,NP_690863.1,PF00070.31,OG0001842,A4IGM4
Mcav_TRINITY_GG_6710_c8_g1_i2.p1,NP_000231.1,PF00070.31,OG0001842,A4IGM4
Mcav_TRINITY_GG_6710_c8_g1_i2.p1,NP_690863.1,PF02737.22,OG0001842,A4IGM4
Mcav_TRINITY_GG_6710_c8_g1_i2.p1,NP_000889.3,PF00070.31,OG0001842,A4IGM4
Mcav_TRINITY_GG_6710_c8_g1_i2.p1,NP_000660.1,PF02826.23,OG0001842,A4IGM4
Mcav_TRINITY_GG_6710_c8_g1_i2.p1,NP_000663.1,PF02826.23,OG0001842,A4IGM4
Mcav_TRINITY_GG_6710_c8_g1_i2.p1,NP_000231.1,PF07992.18,OG0001842,A4IGM4
Mcav_TRINITY_GG_6710_c8_g1_i2.p1,NP_000889.3,PF07992.18,OG0001842,A4IGM4
Mcav_TRINITY_GG_6710_c8_g1_i2.p1,NP_690863.1,PF07992.18,OG0001842,A4IGM4
Mcav_TRINITY_GG_6748_c12_g1_i1.p1,NP_000538.3,PF00084.24,OG0007440,A2AVA0
Mcav_TRINITY_GG_6758_c6_g1_i1.p1,NP_000538.3,PF07645.19,OG0006724,Q8K1E3
Mcav_TRINITY_GG_6758_c6_g1_i1.p1,NP_000538.3,PF00008.31,OG0006724,Q8K1E3
Mcav_TRINITY_GG_6758_c6_g1_i1.p1,NP_000541.1,PF07974.17,OG0006724,Q8K1E3
Mcav_TRINITY_GG_6758_c6_g1_i1.p1,NP_000538.3,PF12947.11,OG0006724,Q8K1E3
Mcav_TRINITY_GG_6758_c6_g1_i1.p1,NP_000538.3,PF12661.11,OG0006724,Q8K1E3
Mcav_TRINITY_GG_6758_c6_g1_i1.p1,NP_000541.1,PF00053.28,OG0006724,Q8K1E3
Mcav_TRINITY_GG_6758_c6_g1_i1.p1,NP_000363.1,PF00053.28,OG0006724,Q8K1E3
Mcav_TRINITY_GG_6758_c6_g1_i1.p1,NP_000538.3,PF12662.11,OG0006724,Q8K1E3
Mcav_TRINITY_GG_6758_c6_g1_i1.p1,NP_001913.2,PF00053.28,OG0006724,Q8K1E3
Mcav_TRINITY_GG_6758_c6_g1_i1.p1,NP_000538.3,PF14670.10,OG0006724,Q8K1E3
Mcav_TRINITY_GG_7047_c3_g1_i1.p1,NP_000660.1,PF02826.23,OG0008565,P82264
Mcav_TRINITY_GG_7047_c3_g1_i1.p1,NP_000663.1,PF02826.23,OG0008565,P82264
Mcav_TRINITY_GG_7068_c8_g1_i1.p1,NP_665877.1,PF17172.8,OG0005854,Q9WVL0
Mcav_TRINITY_GG_7068_c8_g1_i1.p1,NP_665877.1,PF13409.10,OG0005854,Q9WVL0
Mcav_TRINITY_GG_7068_c8_g1_i1.p1,NP_665877.1,PF14497.10,OG0005854,Q9WVL0
Mcav_TRINITY_GG_7068_c8_g1_i1.p1,NP_665877.1,PF00043.29,OG0005854,Q9WVL0
Mcav_TRINITY_GG_7068_c8_g1_i1.p1,NP_665877.1,PF13417.10,OG0005854,Q9WVL0
Mcav_TRINITY_GG_7068_c8_g1_i1.p1,NP_665877.1,PF02798.24,OG0005854,Q9WVL0
Mcav_TRINITY_GG_7068_c8_g1_i1.p1,NP_665877.1,PF13410.10,OG0005854,Q9WVL0
Mcav_TRINITY_GG_7092_c5_g1_i1.p1,NP_690863.1,PF01488.24,OG0008525,Q17QW3
Mcav_TRINITY_GG_7458_c77_g1_i1.p1,NP_000541.1,PF21314.1,OG0007846,Q91287
Mcav_TRINITY_GG_7580_c12_g1_i1.p1,NP_000538.3,PF00008.31,OG0006652,Q6GP15
Mcav_TRINITY_GG_7833_c5_g1_i1.p1,NP_690863.1,PF02737.22,OG0005864,P40939
Mcav_TRINITY_GG_8241_c1_g1_i2.p1,NP_665877.1,PF13417.10,OG0012281,Q5BL73
Mcav_TRINITY_GG_8458_c5_g1_i1.p1,NP_000363.1,PF06305.15,OG0002207,NA
Mcav_TRINITY_GG_8498_c2_g1_i1.p1,NP_000538.3,PF12662.11,OG0007263,NA
Mcav_TRINITY_GG_8893_c3_g2_i1.p1,NP_000745.1,PF13847.10,OG0011528,Q6GQ33
Mcav_TRINITY_GG_8893_c3_g2_i1.p1,NP_002677.1,PF08242.16,OG0011528,Q6GQ33
Mcav_TRINITY_GG_9239_c2_g1_i1.p1,NP_000745.1,PF01135.23,OG0005822,P46087
Mcav_TRINITY_GG_9365_c4_g2_i2.p1,NP_000231.1,PF01266.28,OG0002169,Q922Z0
Mcav_TRINITY_GG_9365_c4_g2_i2.p1,NP_690863.1,PF00070.31,OG0002169,Q922Z0
Mcav_TRINITY_GG_9365_c4_g2_i2.p1,NP_690863.1,PF13454.10,OG0002169,Q922Z0
Mcav_TRINITY_GG_9365_c4_g2_i2.p1,NP_000889.3,PF00890.28,OG0002169,Q922Z0
Mcav_TRINITY_GG_9365_c4_g2_i2.p1,NP_000231.1,PF01946.21,OG0002169,Q922Z0
Mcav_TRINITY_GG_9365_c4_g2_i2.p1,NP_690863.1,PF07992.18,OG0002169,Q922Z0
Mcav_TRINITY_GG_9365_c4_g2_i2.p1,NP_690863.1,PF01266.28,OG0002169,Q922Z0
Mcav_TRINITY_GG_9365_c4_g2_i2.p1,NP_000231.1,PF00070.31,OG0002169,Q922Z0
Mcav_TRINITY_GG_9365_c4_g2_i2.p1,NP_000231.1,PF13454.10,OG0002169,Q922Z0
Mcav_TRINITY_GG_9365_c4_g2_i2.p1,NP_690863.1,PF00890.28,OG0002169,Q922Z0
Mcav_TRINITY_GG_9365_c4_g2_i2.p1,NP_000889.3,PF07992.18,OG0002169,Q922Z0
Mcav_TRINITY_GG_9365_c4_g2_i2.p1,NP_690863.1,PF01946.21,OG0002169,Q922Z0
Mcav_TRINITY_GG_9365_c4_g2_i2.p1,NP_000231.1,PF00890.28,OG0002169,Q922Z0
Mcav_TRINITY_GG_9365_c4_g2_i2.p1,NP_000231.1,PF07992.18,OG0002169,Q922Z0
Mcav_TRINITY_GG_9365_c4_g2_i2.p1,NP_000889.3,PF13454.10,OG0002169,Q922Z0
Mcav_TRINITY_GG_9365_c4_g2_i2.p1,NP_000889.3,PF01946.21,OG0002169,Q922Z0
Mcav_TRINITY_GG_9365_c4_g2_i2.p1,NP_690863.1,PF05834.16,OG0002169,Q922Z0
Mcav_TRINITY_GG_9365_c4_g2_i2.p1,NP_000889.3,PF00070.31,OG0002169,Q922Z0
Mcav_TRINITY_GG_9365_c4_g2_i2.p1,NP_000889.3,PF05834.16,OG0002169,Q922Z0
Mcav_TRINITY_GG_9365_c4_g2_i2.p1,NP_000231.1,PF05834.16,OG0002169,Q922Z0
Mcav_TRINITY_GG_9365_c4_g2_i2.p1,NP_000889.3,PF01266.28,OG0002169,Q922Z0
Mcav_TRINITY_GG_942_c68_g1_i2.p1,NP_665877.1,PF13409.10,OG0008215,O88848
Mcav_TRINITY_GG_942_c68_g1_i2.p1,NP_665877.1,PF13417.10,OG0008215,O88848
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000662.3,PF00107.30,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_001159976.1,PF00107.30,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_690863.1,PF07992.18,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000660.1,PF16912.9,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000662.3,PF13602.10,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_690863.1,PF01488.24,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000659.2,PF08240.16,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000661.2,PF00107.30,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000658.1,PF13602.10,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_690863.1,PF00070.31,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000889.3,PF01494.23,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000658.1,PF00107.30,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000658.1,PF16912.9,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000661.2,PF13602.10,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000661.2,PF16912.9,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000661.2,PF08240.16,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_001159976.1,PF16912.9,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000231.1,PF00070.31,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000663.1,PF00107.30,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000889.3,PF00070.31,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_690863.1,PF01494.23,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000660.1,PF00107.30,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000231.1,PF01266.28,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_690863.1,PF01266.28,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000889.3,PF01266.28,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000662.3,PF08240.16,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000660.1,PF13602.10,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000231.1,PF01494.23,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000662.3,PF16912.9,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000889.3,PF07992.18,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000663.1,PF13602.10,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000663.1,PF08240.16,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_001159976.1,PF08240.16,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000659.2,PF13602.10,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000231.1,PF07992.18,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000660.1,PF08240.16,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000659.2,PF16912.9,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000658.1,PF08240.16,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9433_c6_g2_i1.p1,NP_000659.2,PF00107.30,OG0001846,Q4R0J7
Mcav_TRINITY_GG_9437_c0_g1_i1.p1,NP_001150.3,PF00111.31,OG0002475,P91711
Mcav_TRINITY_GG_9437_c0_g1_i1.p1,NP_001150.3,PF01799.24,OG0002475,P91711
Mcav_TRINITY_GG_9592_c4_g1_i1.p1,NP_000778.3,PF03351.21,OG0001835,Q6INU7
Mcav_TRINITY_GG_9835_c0_g1_i1.p1,NP_000541.1,PF00053.28,OG0001630,P98160
Mcav_TRINITY_GG_9835_c0_g1_i1.p1,NP_000538.3,PF00008.31,OG0001630,P98160
Mcav_TRINITY_GG_9835_c0_g1_i1.p1,NP_001913.2,PF00053.28,OG0001630,P98160
Mcav_TRINITY_GG_9835_c0_g1_i1.p1,NP_000538.3,PF12947.11,OG0001630,P98160
Mcav_TRINITY_GG_9835_c0_g1_i1.p1,NP_000538.3,PF12661.11,OG0001630,P98160
Mcav_TRINITY_GG_9835_c0_g1_i1.p1,NP_000363.1,PF00053.28,OG0001630,P98160
Mcav_TRINITY_GG_9922_c5_g1_i1.p1,NP_665877.1,PF13410.10,OG0008088,O75431
Mcav_TRINITY_GG_9922_c5_g1_i1.p1,NP_665877.1,PF17172.8,OG0008088,O75431
Mcav_TRINITY_GG_9936_c0_g1_i1.p1,NP_000745.1,PF01135.23,OG0002193,A2AX52
